preprocessing_time,inference_time,postprocessing_time,tracking_time,network_time
5.3322,38.5060,0.3288,4.1375,27.6954
6.6779,40.4558,0.3304,3.5872,29.9486
5.8525,37.8795,0.3281,3.5915,27.3485
5.3396,39.1190,0.4280,3.6435,28.4699
5.2793,38.0766,0.3581,3.3596,25.9264
5.2884,37.9546,0.3338,3.3493,28.0740
5.2729,39.4709,0.3328,3.4571,31.4663
5.2645,40.1876,0.3388,3.3731,25.8359
5.2662,38.3496,0.3285,3.4797,31.5759
5.3418,37.7722,0.3457,3.5603,28.9800
5.3134,38.1424,0.3290,3.4747,27.7404
5.3065,38.4324,0.3290,3.5324,30.3997
5.4448,39.1364,0.3304,3.6988,25.3896
5.2385,39.6135,0.3300,4.1587,29.6593
5.2962,38.8818,0.3281,3.7231,30.7708
5.4963,38.4889,0.3297,3.6600,26.0252
5.4634,38.2235,0.3281,3.8350,27.1501
5.3847,38.7137,0.3321,3.9990,29.5705
5.2667,38.4250,0.3293,3.8998,27.0793
5.2192,38.6617,0.3500,3.9148,32.8542
6.4900,40.4451,0.3295,3.7880,28.9474
5.8198,38.9202,0.3276,3.7851,28.1473
5.3053,39.9368,0.3936,4.0581,26.3062
5.2879,39.1693,0.3276,3.8145,31.4008
5.2950,39.1076,0.3293,3.8393,29.4289
5.2683,38.5132,0.3333,4.6115,27.2737
5.3036,39.9826,0.3316,3.9256,28.4566
5.3022,39.1152,0.3319,3.7496,28.5011
5.2381,38.4450,0.3290,3.9165,25.0714
5.4765,38.0521,0.3295,3.6957,27.4462
5.2905,39.0739,0.3281,4.0810,29.2265
5.3039,38.7595,0.3290,3.9473,28.6604
5.3821,40.4451,0.3297,3.9597,26.8835
6.2714,41.8642,0.3395,4.2629,31.2620
5.3582,40.0770,0.3302,4.2558,29.9788
5.6353,38.8169,0.3440,3.8555,27.3483
5.3656,38.4135,0.3400,3.8097,30.0712
5.3864,37.8959,0.3293,3.6283,25.7602
5.3530,39.6457,0.3374,3.6385,29.0255
6.4950,38.2149,0.3309,3.5038,26.4554
6.1002,38.8658,0.4013,3.9539,30.6788
5.3918,39.3584,0.3357,4.1645,27.7496
5.3570,38.4545,0.3288,4.0135,29.8461
5.3377,40.0331,0.3457,4.1177,26.1657
5.5540,39.4042,0.3290,4.0169,30.6960
5.2786,38.4443,0.3316,4.0302,27.9153
5.4715,39.7015,0.3293,4.4093,32.0885
5.2674,38.4231,0.3314,4.0290,26.9491
5.4855,37.2236,0.3304,3.8555,28.1050
5.3654,37.5681,0.3288,3.7384,27.9994
5.5318,37.6081,0.3257,3.8304,28.7040
5.3227,37.6492,0.3529,3.7532,31.9221
5.4159,36.3388,0.3345,3.3362,27.5746
5.3916,36.1590,0.3257,3.3555,26.7682
5.3163,37.3676,0.3402,3.4773,29.4986
6.4867,37.6027,0.3281,3.2248,24.3578
5.9810,37.2801,0.3259,3.5808,28.8322
5.2998,37.4837,0.3922,3.6211,30.2032
5.3117,35.7499,0.3278,3.0644,29.5461
5.4543,36.1042,0.3381,3.1998,25.9036
5.2836,36.2704,0.3295,3.2771,29.8395
5.3296,39.6354,0.3383,3.5000,31.1967
5.4288,38.9187,0.3285,3.6995,28.6244
5.2915,37.0235,0.3297,3.9201,26.4352
5.3325,36.9380,0.3273,3.5834,28.8188
5.3732,36.7868,0.3288,3.4864,27.0248
5.2979,36.2287,0.3278,3.3958,27.7498
5.2688,36.1209,0.3405,3.4361,29.8337
5.3790,37.0674,0.3293,3.3371,28.8872
5.2872,37.9505,0.3278,3.8486,23.5859
5.3644,38.2218,0.3448,4.0703,28.9987
5.2433,38.4252,0.3283,3.9127,32.0905
5.4739,38.0988,0.3386,3.8168,27.2719
5.2285,39.6867,0.3333,4.1258,30.6257
5.4331,39.6938,0.3328,4.2050,30.3353
5.2910,41.1763,0.3381,4.8106,29.3840
6.4626,39.1445,0.3321,4.0379,30.0229
5.8069,38.4538,0.3285,3.9475,25.4632
5.3720,38.5869,0.3264,4.0603,27.6544
5.5981,39.1304,0.3517,4.0922,28.8276
5.2900,38.3751,0.3283,3.9721,29.0345
5.2404,38.4269,0.3273,3.9785,31.0268
5.2700,39.0878,0.3333,4.0042,25.3047
6.9401,40.5564,0.3362,4.3113,29.8559
5.3174,38.4061,0.3285,4.3755,28.5724
5.3041,38.5184,0.3321,4.5586,30.2868
5.2836,38.2679,0.3295,4.2787,33.8404
5.2481,38.5246,0.3283,4.4227,29.4763
5.3580,37.3266,0.3324,3.8724,29.1107
5.2376,37.7128,0.3281,3.7322,30.9893
5.3422,36.7386,0.3269,3.6404,28.9518
5.2757,37.2589,0.3276,3.5365,27.6014
5.2762,37.6012,0.3273,3.8188,28.9765
5.2791,37.3082,0.3278,3.5655,32.5193
5.2958,37.4138,0.3269,3.6347,27.3288
5.5249,40.0603,0.3381,3.7723,29.3045
6.4909,39.0253,0.3321,3.9368,25.2149
6.0124,38.3179,0.3474,4.4944,28.8278
5.2817,38.8606,0.3357,3.9134,32.6087
5.3515,38.5287,0.3269,3.9914,25.8015
5.2698,38.5916,0.3297,3.7832,29.0257
5.2643,40.7677,0.3440,4.1573,29.4667
5.4097,39.8977,0.3328,4.2756,26.0842
5.2390,39.0961,0.3281,4.0522,28.2846
5.4731,39.1245,0.3257,4.1034,28.9733
5.2688,39.1867,0.3278,3.9115,27.3052
5.2860,39.1316,0.3438,3.9787,32.2599
5.1968,38.6014,0.3285,3.8939,26.9794
5.2285,39.3329,0.3293,3.7603,32.3490
5.2402,39.5751,0.3295,3.7963,27.0589
5.2412,40.1428,0.3293,3.9287,30.3582
5.2814,38.2707,0.3278,3.9527,28.1673
5.2564,39.8793,0.3264,3.8540,26.6838
5.3058,39.4852,0.3293,3.6843,29.1955
5.2264,39.0983,0.3264,3.7067,28.6423
5.2574,40.9005,0.3541,3.9730,29.5151
6.4280,39.8667,0.3276,3.5958,26.7819
6.8107,39.3555,0.3343,4.3769,25.1227
5.3890,38.9979,0.3362,3.7546,27.5224
5.2786,38.4352,0.3304,3.7413,25.2145
5.4715,38.4603,0.3424,3.5803,28.1456
5.2865,39.3896,0.3448,3.4070,28.5722
5.3446,38.1184,0.3326,3.3290,28.8754
5.5654,37.2829,0.3266,3.3402,23.4848
5.3532,37.8935,0.3390,3.4373,27.9769
5.2950,38.6896,0.3285,3.4788,29.2080
5.2836,36.7050,0.3381,3.3519,30.3214
