Preprocessing,Inference,Postprocessing,Tracking,OpFlow
4.2405,46.2068,3.7357,0.9934,0.0000
4.1385,46.4978,4.0925,1.0277,0.0000
4.1509,46.4725,4.1935,1.0132,0.0000
4.1622,46.5632,4.0741,0.9930,0.0000
4.3037,46.3876,3.7574,0.9710,0.0000
4.1388,46.5431,4.1189,1.0656,0.0000
4.1415,46.4886,4.2711,0.9618,0.0000
4.1227,46.4648,4.0553,1.0375,0.0000
4.2815,46.4836,3.7235,1.0284,0.0000
4.1919,46.4611,4.1108,1.0644,0.0000
4.1846,46.4566,4.2155,0.9678,0.0000
4.2035,46.4829,4.0626,0.9874,0.0000
4.3680,46.3746,3.7905,0.9604,0.0000
4.1315,46.4727,4.1280,0.9375,0.0000
4.1400,46.4697,4.2708,0.9326,0.0000
4.1420,46.5780,4.0650,1.0498,0.0000
4.2716,46.4821,3.7696,1.0649,0.0000
4.1634,46.4337,4.0570,1.0286,0.0000
4.1176,46.4386,4.2443,0.9428,0.0000
4.5152,46.5436,4.0905,1.0434,0.0000
4.2670,46.3286,3.7868,0.9885,0.0000
4.2003,46.4471,4.0589,0.9296,0.0000
4.2046,46.4801,4.2135,0.9194,0.0000
4.7498,46.3391,4.0778,0.9198,0.0000
4.3590,46.6057,3.7276,0.9517,0.0000
4.1482,46.5231,4.0482,0.9856,0.0000
4.1357,46.5245,4.1684,0.9298,0.0000
4.1444,46.5462,4.0586,0.8878,0.0000
4.3630,46.2737,3.8299,0.9242,0.0000
4.1914,46.4207,4.1078,0.8767,0.0000
4.1595,46.4804,4.2304,0.9421,0.0000
4.1665,46.6083,4.1144,0.8884,0.0000
4.2742,46.9639,3.8412,0.9943,0.0000
4.1587,46.5073,4.1287,0.9325,0.0000
4.1527,46.5734,4.6696,1.1180,0.0000
4.1416,46.5149,4.0734,0.9834,0.0000
4.2675,46.5551,3.7848,0.9350,0.0000
4.1859,46.6049,4.0680,0.8953,0.0000
4.2259,46.5498,4.2006,0.9418,0.0000
4.1635,46.6018,4.0882,0.9104,0.0000
4.2535,46.9200,3.8046,0.9478,0.0000
4.1926,46.4858,4.0735,0.9441,0.0000
